"channel_id","title","description","custom_url","published_at","thumbnail","topic_id","keyword","banner","upload_list","total_view","subscriber","video_count","latest30_views","latest30_likes","latest30_comments","rank","participation_rate","activity_rate","avg_views","avg_likes","avg_comments","like_per_view","comment_per_view","channel_activity","channel_wordcloud"
"UC9cCBxBAQW2CzLYeT20q49A","지식해적단","궁금한 거? 구독과 좋아요만 눌러주면 우리가 알아서 약탈해줄게!

안녕하세요, 온갖 지식을 약탈해
영상으로 만드는 지식해적단입니다!
역사와 관련된 여러 분야의 얕고 넓은 지식들을
재미있는 영상으로 만들고 있습니다.
정보의 바다에서 해적처럼
닥치는 대로 지식을 약탈하여
여러분들과 나누겠습니다.

감사합니다~!

contact) pirates.ed.kor@sandboxnetwork.net
DM) https://www.instagram.com/studio_pirates","@studio_pirates","2020-05-15 15:43:09.566440","https://yt3.ggpht.com/ytc/AGIKgqMAc8AwGwLsWBDwaBc0KqLu9e0m-uvwzE2ppOXcaA=s88-c-k-c0x00ffffff-no-rj","[16, 26, 56, 62]","역사 문화 상식 해적 해적단 지식채널 지식채널e 역사채널","https://yt3.googleusercontent.com/qxpfVbopB2Qz0TyUHxOvVCZnRWJUwsORJ9aO8zalF0tYLETniDq5sbpZ4pf8XTvwavVrDKNs","UU9cCBxBAQW2CzLYeT20q49A","117810866","944000","167","14581613","220260","26734","silver","1.69","51.49","486053","7342","891","1:66","1:545","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/1b049baa-2554-4779-77b4-ce13c3dcac00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/074e8078-ca10-45a6-c63c-3d0a0c7ac100/public"
"UCsLoTwOpElvEixfF1-O90rA","EBS 컬렉션 - 라이프스타일","EBS 아카이브 탈탈 털어 재구성한 EBS 콘텐츠의 모든 것을 공개합니다📺

디지털 아카이브 (E-DAS)에 축적된 31만 편의 TV 프로그램에서 선별한 핵심 클립들을 테마별 컬렉션으로 제공합니다. 
여행과 음식, 건축과 라이프스타일, 건강과 의학 상식, 자연과 환경 등을 주제로 다양한 큐레이션을 즐겨보세요! 💡

Chosen among more than 310,000 digitalized sources from EBS archive, EBS Collection gives you exclusive access to intriguing and informative video clips under exquisite curation such as travel, architecture, health, natural science and more.","@ebs.lifestyle","2017-05-24 10:39:14","https://yt3.ggpht.com/ytc/AGIKgqOONnwiJRNwr5rb0100EYZ2h71oBzCMcxqKIAecVQ=s88-c-k-c0x00ffffff-no-rj","[46, 49, 50]","""EBS 컬렉션"" EBS 컬렉션 collection ""ebs collection"" culture tradition 인간극장 documentary humanism 다큐 다큐멘터리","https://yt3.googleusercontent.com/0twOy8nT20z-WVokIgnZJLUSAAlg1re4wc2h3dMuGx9PrVDSIDPrNYNT_CBGX1y6l6KyAwNi","UUsLoTwOpElvEixfF1-O90rA","618292676","928000","3635","3812030","31904","1436","silver","0.87","13.69","127067","1063","47","1:119","1:2703","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/e16f6637-d711-4688-9c92-6989c8440900/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/7a16e963-f0ca-4934-3781-c281cd708c00/public"
"UCZe_uzZ6VLMXtwW2V9-VvpQ","Sophie Kim _하은","Welcome to my life in all around the world.
I am Sophie Kim from South Korea.
I hope we can share good things, beautiful world in here. :)

저의 세상에 오신 여러분 환영합니다.
저는 한국인, 소피킴입니다.
좋은 것, 아름다운 세상을 나눴으면 좋겠습니다. :)","@sophiekim","2013-09-15 06:10:13","https://yt3.ggpht.com/wz4zRjXRUhsTyYfopGpjRcxzcwlQ3jIWszZTxL3PpshvSjtwVr8AdN92m5GlKI_VqUInhAxdt-k=s88-c-k-c0x00ffffff-no-rj","[46, 49, 63]","","https://yt3.googleusercontent.com/4hziWuvv3FxRqX51u25RuHhpWElgHSlvFYbU-kQfbol-pMiX8GLyO2GUgj_TO7VBnnu0luWkniY","UUZe_uzZ6VLMXtwW2V9-VvpQ","29573091","896000","125","4489936","273605","35350","silver","6.88","16.7","149664","9120","1178","1:16","1:127","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/7e36972c-035f-4c57-e5d0-54371f404400/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/743fece7-f848-41c2-0687-c3b4ef25ef00/public"
"UC1EiHIhV6UDRWOY6BaEavdw","집나간햄지 Wandering Hamzy","❤ [햄지]Hamzy 의 일상 ❤

비지니스 문의:
hamzy3390@gmail.com","@wanderinghamzy","2021-04-17 00:46:12.292248","https://yt3.ggpht.com/ytc/AGIKgqMz8tOBljaewFZ9lake-5Y8EcjvwdnXJzNxgfE2kQ=s88-c-k-c0x00ffffff-no-rj","[46, 49, 63]","여행 맛집 먹방 브이로그 일상 ""korean food"" korea bts travel trip mukbang vlog Interesting entertainment yt:cc=on ""travel korea"" hamzy 햄지 강릉 ""wandering Hamzy"" 집나간햄지 Hamzy 햄지먹방 ""Hamzy mukbang"" ""korea mukbang"" subtitle","https://yt3.googleusercontent.com/0Pwj6ec0hVUHfdTuRBoBkGzLnL6S69AFKp6Z-54AFakt4H8G7_dvNwEMoMkZr61ca_1inKQy","UU1EiHIhV6UDRWOY6BaEavdw","69588705","869000","133","9105549","173664","7457","silver","1.99","34.93","303518","5788","248","1:52","1:1223","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/b237ad5f-94c2-475f-901a-01ed8a01fb00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/3a5474a4-b3c2-45d5-9ca3-28c0b64e7200/public"
"UC2asXnNIkyag4jZkAgadGlQ","하이푸디 HiFoodie","세상의 맛있는 음식들과 길거리 음식을 소개하는 하이푸디 입니다.
생생하고 담백한 영상을 위해 성실하게 촬영하겠습니다.
영상이 좋았다면 좋아요와 구독 부탁드립니다 :)
시청해주셔서 감사합니다.","@hifoodie","2020-01-21 02:55:13.857593","https://yt3.ggpht.com/ytc/AGIKgqN8qjRsisbqY-5BeerbhXRd1uRhOQ2n7u8BIOy5=s88-c-k-c0x00ffffff-no-rj","[46, 49]","길거리음식 ""길거리 음식"" 시장 ""시장 먹거리"" ""street food"" ""korean street food"" 푸드유튜버 푸드유투버 ""제주 길거리음식"" 집밥 쿡방 집쿡 ""korea street food"" KoreaFOOD 전통시장 ""전통시장 길거리음식"" 호떡 크레페 와플 꼬치 꼬치구이 떡 방어 생선손질 tasty yummy travel ""길거리 음식 유투버"" ""길거리 음식 유튜버"" 집밥요리 집밥 동문시장 ""제주 동문시장"" ""제주도 시장"" ""제주 맛집"" ""제주 추천"" ""제주 추천 먹거리"" ""제주 먹거리"" 중앙시장 서울","https://yt3.googleusercontent.com/LYCVkrbFxePeicxsD9eUX4dF_dgOCiM2uiSb2J43EEEU5RrpCpO0Hi2pdII9oxIBHQs4NV9MUA","UU2asXnNIkyag4jZkAgadGlQ","492684305","817000","827","3499324","75337","646","silver","2.17","14.28","116644","2511","21","1:46","1:5554","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/f8e949d8-04a3-4a4c-30cf-41261484ac00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/82e8019c-2e69-4c2b-93d3-9e07b8c7f500/public"
"UCvuwlY4fWkWMuzRkj5MAK9Q","초마드 CHOMAD","여행 유튜버 초마드입니다.


문의 : choco8977@naver.com
인스타그램 : kcw.96","@chomad","2018-07-13 14:22:33","https://yt3.ggpht.com/ytc/AGIKgqMJc-LQlyMww8Z5elyrnqPMRul_LWUN9BVLxE-p3w=s88-c-k-c0x00ffffff-no-rj","[46, 63]","여행","https://yt3.googleusercontent.com/tWJhjxXCjGu6aPyVamRUcFfVcSzbfAyTWRoQ8FbOjWiMCjiQB_ViAhefHKf5QWO41VFnphM","UUvuwlY4fWkWMuzRkj5MAK9Q","33061978","792000","374","1386097","49800","4996","silver","3.95","5.83","46203","1660","166","1:27","1:278","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/a299919c-a0dc-4aa0-5f9e-7c408cc31d00/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/ffcd8032-8aff-42d9-205b-884524b80c00/public"
"UC084zOc5knHoHr81teIziwQ","Tasty Travel 맛있는 여행","Tasty travel  YouTube channel is an introduction to travel information and local food from around the world. 
Have a nice time. Thank you.","@tastytravel","2018-11-22 12:27:36","https://yt3.ggpht.com/ytc/AGIKgqM3b8FW47QsjF3rEMUXSGVaHTSVnmWaQ34AJXQq=s88-c-k-c0x00ffffff-no-rj","[46, 49]","food ""street food"" ""Tasty travel"" 요리 여행 한국 ""korean street food"" ""korean food"" Asian
food Trip Travel 맛집 cuisine cooking dessert 먹방 길거리
음식 ""Chinese food"" ""Japanese food"" ""street food"" ""맛있는 여행"" ASMR recipe cooking ""food recipes"" ""korean street food"" ""cooking video"" 먹방 ASMR ""food street"" ""street food"" 치킨 통닭 토스트 샌드위치 햄버거 버거 꽈배기 전통시장 라면 삼겹살 BBQ 바베큐 K-food ""food videos"" ""fried rice"" 볶음밥 burger sandwich mukbang cooking noodles ""cooking videos"" ""korean fried chicken""","https://yt3.googleusercontent.com/7dzBEilSOezFHZAjT8V8QmKCeSAaUe3_QQ9qzlHyhDo0fJbn49JZMZxBiFbN47iErY6WSlLDe1I","UU084zOc5knHoHr81teIziwQ","279042230","781000","1024","2807464","28326","793","silver","1.04","11.98","93582","944","26","1:99","1:3599","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/c7f8ddbc-1251-4f1d-6a90-744d9833a100/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/43539556-c964-46e2-a1af-4efec61a0f00/public"
"UCFw4M1BJYYdN1YtS8SzlDzg","KBS여행 걸어서 세계속으로","This Youtube channel 【Everywhere, K】 is run by Korean Broadcasting System(KBS) TV producers to provide information and enjoyment to travelers all around the world.
Enjoy our travel clips, covering almost everywhere!

please contact us at walkingexpedition@gmail.com","@kbs_travel","2015-03-26 06:36:02","https://yt3.ggpht.com/ytc/AGIKgqMIsgxUBdzPb76wDwiQBoNrWeT8rkfS0YtZ4QvhCA=s88-c-k-c0x00ffffff-no-rj","[46, 63]","걸어서세계속으로 여행 걸세 TRAVEL 여행정보","https://yt3.googleusercontent.com/2YzhX89mmrfKDfgQSSl5_tWfLgj0TGk_-fHOqU0r_ZpXhDP3UlbOjTPRv4Mq9GmFnpObSBNQbw","UUFw4M1BJYYdN1YtS8SzlDzg","283640850","746000","11025","661470","6794","455","silver","1.1","2.96","22049","226","15","1:97","1:1469","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/dd76293d-31c5-46db-d5ba-ea7575218900/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/f91edb0e-a05a-4403-1426-61007a7c1300/public"
"UClgQvJio7ylGa9kV9b7VzLQ","스낵타운 SNACKTOWN","스낵 코미디 듀오 스낵-타운!
SNACK COMEDY DUO
SNACK-TOWN!

비즈니스 문의 : snacktown@metacomedy.net","@snacktown","2022-01-05 08:01:00.245374","https://yt3.ggpht.com/pvEvMlxWEEJOTLMHAyN41AvTObCGfzzzr2AnGXW49EOZuHH2gjy96dLr6DN_8vz2-MPWhCH_Pg=s88-c-k-c0x00ffffff-no-rj","[40, 42]","","https://yt3.googleusercontent.com/6k2tGC78qbItSO0nPGTE3-IgJ1JuJgzaZ6JzmXaY52iMYp39taN5nYbnLzdNRmNzP8c6g_pYFU4","UUlgQvJio7ylGa9kV9b7VzLQ","640496619","495000","564","17172977","685358","8638","silver","4.04","115.64","572432","22845","287","1:25","1:1994","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/9d2e97a0-8f1f-4626-583c-5618d4466700/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/7a4bfa0d-b450-45ff-19a6-afcb685d8b00/public"
"UCJ4ETdbjB1MDhjwEZDtUlBQ","일오팔","일오팔입니다✌️✌️✌️
'키작다'가 칭찬이 되는 그날까지!👍👍👍","@158mcm","2021-06-27 08:34:42.864769","https://yt3.ggpht.com/-lLSO2ImxgaqtMqfRtzTkCqyzpDbiBAHlWqc4JViHIh-EGHA5D99EQ3S3uIuAfE2yLHFxYow0jo=s88-c-k-c0x00ffffff-no-rj","[40]","유튜브 리뷰 코믹 일상 키 158 남자 키작다 크다 유튜버 코미디 먹방 게임","https://yt3.googleusercontent.com/Xi_IdV8rcNyIN6KgLFIrVS27hoqT918LzpZa8LPVtKbx8wVHWsngaPihAbJR_OzTJdwen4U2","UUJ4ETdbjB1MDhjwEZDtUlBQ","475969493","397000","354","85332587","1505967","14359","silver","1.78","716.48","2844419","50198","478","1:56","1:5950","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/aeb6a466-c4df-437a-c210-1213eec49700/public",""
"UCaHGOzOyeYzLQeKsVkfLEGA","지무비 : G Movie","영화&드라마&예능&패션&게임&전자제품&광고를 더 G리게.. 모든 걸 영화처럼..

세상 모든 콘텐츠를 큐레이션하다
지무비 : G Movie 

매주 토요일 오후 10시 업로드

▶비즈니스 
awayout2@naver.com
▶지무비 굿즈샵
https://smartstore.naver.com/gmovie
▶지무비 개인 인스타그램
https://www.instagram.com/awayout1/
▶지무비 공식 인스타그램 
https://www.instagram.com/G_movie__/
▶지무비 페이스북
https://www.facebook.com/pg/Gmoviee
▶팬 사서함
(04387) 서울시 용산구 서빙고로 17 센트럴파크타워, 30층 샌드박스
받는 사람명 - 지무비","@g-movie","2017-11-26 02:33:46","https://yt3.ggpht.com/ytc/AGIKgqMq1Jd-AoSuVFSBPJx87IRdDzSah4UT25PyJTT1Xw=s88-c-k-c0x00ffffff-no-rj","[40, 42]","영화 드라마","https://yt3.googleusercontent.com/YZSsAoZix0DCd0figFc81fktZHrOmvpWg0Se4bspLVD4BLbZH1hsBaPmoG3hlGqlRUxgDovyqg","UUaHGOzOyeYzLQeKsVkfLEGA","1279441222","2950000","507","44408573","401475","26824","gold","0.96","50.18","1480285","13382","894","1:110","1:1655","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/1c6767b1-81b0-408e-22b1-23aed5e28600/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/9c2fa885-0bbd-456c-2e11-507848e83000/public"
"UCRuSxVu4iqTK5kCh90ntAgA","총몇명","광고 및 비즈니스 문의 : 
chongmmyung@sandbox.co.kr
페이스북 : facebook.com/chongmmyung/
주소 : 서울시 용산구 서빙고로 17 센트럴파크타워, 30층 샌드박스 총몇명","@chongmmyung","2016-10-25 01:33:55","https://yt3.ggpht.com/ikoBSvkW5k5z9Att2kLh02ALcjN-uNM17GUf-kwW4tNZNZ9EClXFnCuGQHu4ZRK5GkRN571K3w=s88-c-k-c0x00ffffff-no-rj","[40, 42]","총몇명 애니메이션 총몇명스토리 나천재 민모리","https://yt3.googleusercontent.com/1OJWB92V1UOfaMuZO0K8u0Ry_WWgfzYRAuLNmzLcARvZg6uZvW9B5-t4eosKhwPx7hDR8Sz5","UURuSxVu4iqTK5kCh90ntAgA","1262552357","2850000","459","48179307","1042870","26796","gold","2.22","56.35","1605976","34762","893","1:46","1:1798","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/c0714ed1-a993-4356-62c3-ffd2436fe400/public","https://imagedelivery.net/0LpbCRndcZjwIKnq2dWrKQ/d69cdd81-03e0-4b80-02ce-bd9ead3caa00/public"
